Souce:  Handshake export,,,,,,,,,,,,,,,,,,,,,
Employer ID,Employer Name,Employer Industry,Description,Website,Division,Employment Types,Jobs on Handshake,Job Titles,Majors,Major Groups,Combined Majors,Job Types,School Years,US work authorization required?,Accepts OPT/CPT candidates?,Willing to sponsor candidate?,Does your company have an Indiana facility?,Is your company headquartered in Indiana?,Is your employer a Third Party Recruiter/Staffing Agency?,Does your employer hire freshmen for summer internships?,Is this your employer's first fair to attend at Rose-Hulman?
74755,Savannah River Mission Completion,"Government - Local, State & Federal","Savannah River Mission Completion (SRMC), a prime contractor for the US Department of Energy, is responsible for managing the Department of Energyâ€™s Savannah River Siteâ€™s Liquid Waste operations contract. Located in Aiken, South Carolina, SRMC is a limited liability company formed by nuclear operations and environmental remediation global leaders BWXT, Amentum, and Fluor. 

SRMC provides a comprehensive risk-based methodology to the SRS legacy cleanup project. Critical scope covered under this contract includes: Storage of Liquid Radioactive Waste; Remediation, Treatment, and Disposal of Nuclear Materials, Spent Nuclear Fuel; Remediation and Treatment of Contaminated Surface Water, Groundwater and Soils; and, Decontamination of Nuclear Facilities and Equipment.  

The SRMC Team is responsible for the closure of waste tanks, the operation of the Savannah River Siteâ€™s Defense Waste Processing Facility, tank farm operations and associated production and disposal facilities.  www.savannahrivermissioncompletion.com
",http://www.savannahrivermissioncompletion.com,,Full-Time,,Associate Engineer,,"Chemical Engineering, Electrical Engineering, Mechanical Engineering, Nuclear Engineering","Chemical Engineering, Computer Engineering, Computer Science, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Mechanical Engineering, Nanoengineering, Optical Engineering, Software Engineering",Job,,TRUE,FALSE,FALSE,No,No,No,Yes,No
292757,TAS Technical Consulting,Scientific and Technical Consulting,"TAS is headquartered in Chicagoâ€™s Northwest suburbs. We primarily work with clients throughout the Midwest, and we selectively complement that reach with targeted, strategic-fit opportunities across the U.S.

TAS provides project management and consulting services, with an emphasis on technical applications and engineered solutions. We work with clients across a range of industry sectors, both on oversight, design and implementation of capex and maintenance projects as well as advisory assessments involving facilities and operational assets (e.g., technical due diligence, reliability and operability evaluations, asset reviews, front end engineering and design studies, performance benchmarking, and project justification analysis).

We take an Owner/Operatorâ€™s perspective on our client engagements, and we manage projects from concept and scope development to completion and commissioning. Our portfolio of work includes new builds, plant modernizations, commercialization and process scale-ups, office installations, repurposing facilities (buildings, spaces, and assets), system and equipment upgrades, capacity expansions, operational efficiency improvements, maintenance and repair projects, and decommissioning assets.

TASâ€™s website is www.tastechnicalconsulting.com. 
",https://www.tastechnicalconsulting.com/,,Full-Time,,"Mechanical Engineering Intern, Project Engineering Intern, Mechanical Engineer, Project Engineer",,,,"Internship, Job","Sophomore, Senior, Junior",TRUE,TRUE,FALSE,No,No,No,No,No
303415,"E&B Paving, Inc.",Construction,"E&B Paving provides world-class solutions to customers from 12 area offices, 19 permanent asphalt plants, and several portable asphalt and concrete plants. Our distinguished client list includes hundreds of federal, state, county and local governments and agencies; general contractors; commercial, residential and industrial developers; and private businesses of all sizes.

Our paving and consulting services can be applied to highways extending thousands of lane miles or to parking lots accommodating a few dozen vehicles and everything in between.

Heavy highway and road construction
Resurfacing
Residential and commercial development streets and driveways
Parking lots
Airport runways, taxiways and hangars
Commercial and industrial dolly pads
Recreational applications
Asphalt milling
Curbs and sidewalks
Storm and sanitary sewers
Excavation services
Bridge, grade and drain contracting
E&Bâ€™s scope and corporate depth are further supported by the Irving Materials, Inc. Group of Companies which include Irving Materials, Inc. (IMI), a concrete, aggregate and building materials supplier with customers throughout the Midwest and South, as well as Specialties Company which offers soil stabilization, concrete breaking, rubblization and other specialized construction expertise to customers worldwide.",http://www.ebpaving.com,,Full-Time,,Construction Internships,,,,Internship,"Senior, Junior, Sophomore, Freshman",TRUE,TRUE,TRUE,Yes,Yes,No,Yes,No
857813,Applied Digital,Information Technology,"Applied Digital is a U.S. based provider of next-generation digital infrastructure, redefining how digital leaders scale high-performance compute (HPC). With dedicated and experienced leadership in the fields of power procurement, engineering, and construction, The Company collaborates with local utilities to solve the problem of congestion on the power grid while stimulating the development of more renewable energy.",https://applieddigital.com/,,Full-Time,,"Engineers, Technicians, Accounting, IT, Finance, Data Center Operations",,,,"Internship, Job","Alumni, Certificate Program, Postdoctoral Studies, Doctorate, Masters of Business Administration, Masters, Senior",TRUE,FALSE,FALSE,No,No,No,No,Yes
80844,"SPX Technologies, LLC",Manufacturing,"SPX Technologies is a supplier of highly engineered products and technologies, holding leadership positions in the HVAC, detection and measurement, and engineered solutions markets. Based in Charlotte, North Carolina, SPX Technologies had approximately $1.5 billion in annual revenue in 2016 and more than 5,000 employees in about 15 countries.",http://www.spx.com,SPX Corporation,Full-Time,,"Product Engineering Intern, Quality Engineering, Continuous Improvement, Manufacturing Engineering",,Mechanical Engineering,"Engineering Design, Mechanical Engineering","Internship, Job","Alumni, Doctorate, Masters of Business Administration, Masters, Senior, Junior, Sophomore, Freshman",FALSE,FALSE,FALSE,Yes,No,No,Yes,No
9445,Metropolitan Water Reclamation District of Greater Chicago,Environmental Services,"The world's largest municipal waste water treatment agency responsible for the protection of Lake Michigan, Chicago river and the watercourses throughout Cook County, IL.",http://www.mwrd.org,,Full-Time,,None,,,,"Internship, Job",,TRUE,FALSE,FALSE,No,No,No,Yes,No
348700,Aisin USA Mfg,Automotive,"AISIN U.S.A. MFG., INC. is committed and focused on creating high-quality components and systems for some of the automotive industry's most demanding, successful automakers.

AISIN U.S.A. MFG, INC., located in Seymour, Indiana, was established in 1987 as one of the member companies centering around AISIN Seiki Co., Ltd., a Japanese company expanding its business worldwide. AISIN U.S.A. is a leading manufacturer and Tier One Supplier of high quality automotive components, which employs 2,000 Team Members at three facilities.


",https://www.aisinworld.com/careers/,,Full-Time,,Manufacturing Engineer,,"Automation Engineering, Automotive Engineering, Mechanical Engineering","Chemical Engineering, Computational Science, Computer Engineering, Computer Science, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), International Computer Science, Mechanical Engineering, Optical Engineering, Software Engineering",Job,"Alumni, Masters, Senior, Junior",TRUE,TRUE,TRUE,Yes,No,No,Yes,No
20190,ADM,Food & Beverage,"At ADM, we unlock the power of nature to provide access to nutrition worldwide. With industry-advancing innovations, a complete portfolio of ingredients and solutions to meet any taste, and a commitment to sustainability, we give customers an edge in solving the nutritional challenges of today and tomorrow. Weâ€™re a global leader in human and animal nutrition and the worldâ€™s premier agricultural origination and processing company. Our breadth, depth, insights, facilities and logistical expertise give us unparalleled capabilities to meet needs for food, beverages, health and wellness, and more. From the seed of the idea to the outcome of the solution, we enrich the quality of life the world over. Learn more at www.adm.com",http://www.adm.com,,Full-Time,,None,,,,"Internship, Job","Senior, Junior, Sophomore",TRUE,FALSE,FALSE,Yes,No,No,No,No
16476,Plexus Corp.,Manufacturing,"At Plexus, our vision is to help create the products that build a better world.  Driven by a passion for excellence, we partner with leading Aerospace/Defense, Healthcare/Life Sciences and Industrial companies to design, manufacture and service some of the worldâ€™s most transformative products. For more information about Plexus, visit our website at www.plexus.com.",http://www.plexus.com,,,,None,,"Aerospace Engineering, Automation Engineering, Biomedical Engineering, Business Administration & Management, Computer Engineering, Computer Engineering Technologies & Technicians, Electrical/Electronics Maintenance and Repair Technologies, Electrical Engineering, Electrical Engineering Technologies & Technicians, Electromechanical Instrumentation and Maintenance Technologies & Technicians, Finance & Financial Management, General Engineering, Industrial Engineering, Industrial Production Technologies & Technicians, Mechanical Engineering, Mechanical Engineering Technologies & Technicians, Operations Management, Quality Control and Safety Technologies & Technicians, Science Technologies & Technicians, Supply Chain Management","Biomathematics, Biomedical Engineering, Chemical Engineering, Computational Science, Computer Engineering, Computer Science, Data Science, Economics, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), International Computer Science, Mathematics, Mechanical Engineering, Nanoengineering, Optical Engineering, Software Engineering, Syst. Engr & Mgmt Internat'l",,,TRUE,FALSE,FALSE,No,No,No,Yes,No
36795,AstraZeneca,Pharmaceuticals,"AstraZeneca is a global, science-led biopharmaceutical company that discovers, develops and delivers life-changing medicines. We operate in over 100 countries and innovative medicines used by millions of patients worldwide. Learn more about our global locations here: https://careers.astrazeneca.com/locations

Starting your career with us means following the science, boldly disrupting norms, and supporting one another in shaping the future. With career paths spanning the development lifecycle, you could be joining us in areas like Research, Clinical Development, Data Science and AI, Manufacturing, Supply, Finance, Marketing, and more! 

Our Early Talent Program offer huge variety when it comes to your learning and potential for growth. Here, youâ€™ll have an abundance of opportunities to pursue your areas of interest as well as take on new experiences to broaden your skillset. Explore our Summer Internships, Rotational and Postdoctoral Programs here: https://careers.astrazeneca.com/early-talent",http://www.astrazeneca.com,Operations,Full-Time,,2026 Summer Intern,,"Actuarial/Risk Analysis, Aerospace Engineering, Agriculture & Biological Engineering, Agriculture Business, Automation Engineering, Automotive Engineering, Biomedical Engineering, Business Administration & Management, Business Analytics, Chemical Engineering, Civil/Environmental Engineering, Computer Engineering, Computer Programming, Computer Science, Computer Systems Networking & Telecommunications, Construction Engineering, Construction Management, Construction Trades, Consulting, Cyber Security, Data Mining, Data Science, Economics, Electrical Engineering, Energy Engineering, Entrepreneurship, Finance & Financial Management, Food Industry Management, General Engineering, Industrial Engineering, Information Systems Management, Insurance, International Business, Management Science, Materials Science & Engineering, Mechanical Engineering, Metalworking and Plasticworking, Network Engineering, Non Profit Management, Nuclear Engineering, Operations Management, Packaging Engineering, Parks, Recreation & Leisure Studies, Real Estate, Sales, Software Design, Sport Business & Marketing, Supply Chain Management, Textile, Apparel, and Furnishings, User Experience/Social Computing","Applied Biology, Applied Optics, Biochemistry, Biochemistry & Molecular Biology, Biochem & Molecular Biology, Biology, Biomathematics, Biomedical Engineering, Chemical Engineering, Chemistry, Civil Engineering, Computational Science, Computer Engineering, Computer Science, Data Science, Economics, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Engineering Physics, Environmental Engineering, Environmental Engineering (MS), International Computer Science, International Studies, Mathematics, Mechanical Engineering, Nanoengineering, Optical Engineering, Physics, Software Engineering, Syst. Engr & Mgmt Internat'l",Internship,,TRUE,FALSE,FALSE,Yes,No,No,Yes,No
9305,V3 Companies,Civil Engineering,"V3 Companies is an employee-owned, multidisciplinary firm offering civil engineering, natural resources, environmental, landscape architecture, contracting, planning, and surveying services. Our offices are located in Illinois, Indiana, Colorado, Ohio, North Carolina, South Carolina, and Canada. We offer a competitive salary and robust benefits package including medical, dental, vision, Health Savings Account, 401(k) with up to 6% match, life/disability Insurance, paid time off, volunteer paid time off, and holidays. We also offer customized employee focused programs. ",http://www.v3co.com,,"Full-Time, Part-Time",,None,,"Botany/Plant Biology, Civil/Environmental Engineering, Conservation, Construction Engineering, Environmental Management & Sciences, Forestry, Natural Resource Management","Applied Biology, Biochemistry, Biochemistry & Molecular Biology, Biochem & Molecular Biology, Biology, Civil Engineering, Engineering Management (MS), Environmental Engineering, Environmental Engineering (MS)","Graduate School, Cooperative Education, Internship, Job","Alumni, Masters, Senior, Junior, Sophomore, Freshman",TRUE,FALSE,FALSE,Yes,No,No,Yes,No
149441,"Ciholas, Inc.",Electronic & Computer Hardware,"Ciholas, Inc. excels in crafting intricate electronic systems for global clients across diverse industries. Our passion lies in inventing, developing, and engineering patentable embedded technology. Located in Southern Indiana, we engineer transformative solutions for global impact. We tackle diverse projectsâ€”from ultra-wideband tracking to robotics and more. Join us in shaping the technological future for companies across the globe. Explore opportunities to join our dynamic team today.
",https://www.ciholas.com/,,Full-Time,"Firmware Developer, Intern","Firmware Developer, Intern",,"Computer Engineering, Computer Science, Electrical Engineering, Software Design","Computational Science, Computer Engineering, Computer Science, Data Science, Electrical & Computer Engr, Electrical Engineering, Engineering Design, International Computer Science, Software Engineering","Internship, Job","Alumni, Second Year Community / Technical College, First Year Community / Technical College, Masters, Senior, Junior, Sophomore, Freshman",TRUE,TRUE,FALSE,Yes,Yes,No,Yes,No
618766,Peak Nano,Manufacturing,"You donâ€™t want to match your competition. You want to set a new industry standard. For that, you need a new kind of partner.  Peak Nano is all about disruption.

We help industry-leading companies rewrite the rules and chart a new path forwardâ€”on a journey powered by nanotechnology. For big names ready to think bigger, nanotechnology is the new frontier. And Peak Nano will guide the wayâ€”with sound strategy, and real results.

Weâ€™re the people who take nanotechnology out of the lab and make sense of it for your business. You canâ€™t shatter realities with theory alone.  For us, itâ€™s making it real that matters.  

More information about Peak Nano can be found at https://www.peaknano.com. 
",http://www.peaknano.com,,"Full-Time, Part-Time",,"Intern, Optical Engineer",,,,"Internship, Job","Alumni, Senior, Junior, Sophomore",TRUE,FALSE,FALSE,No,No,No,Yes,No
12018,HNTB Corporation,Civil Engineering,"At HNTB, we are harnessing the power of collaboration and innovation to establish a new vision for the future of mobility across our country. You donâ€™t have to look far to see our impact. For more than a century, HNTBâ€™s spark has connected people and places, expanded opportunity, and left a lasting impact on our communities. Our culture of integrity and inclusion, combined with groundbreaking solutions, has affirmed our reputation and positioned our firm as the industry leader in delivering extraordinary value.

When you join HNTB, you are joining an employee-owned firm founded on the values of integrity, collaboration, personal accountability, respect for others, and the development of all employees. We are committed to the continual improvement of an inclusive and diverse workplace. We encourage our employees to bring their whole and authentic selves to work, provide them a meaningful welcoming environment where they are valued, celebrated and respected. Diversity of thought and unique perspectives drives innovation, engagement and retention, which makes HNTB better and brings value to our clients and our communities.
",http://www.hntb.com,Civil Engineering,Full-Time,,Civil Engineering,,"Aerospace Engineering, Agriculture & Biological Engineering, Automation Engineering, Automotive Engineering, Biomedical Engineering, Chemical Engineering, Civil/Environmental Engineering, Computer Engineering, Construction Engineering, Electrical Engineering, Energy Engineering, General Engineering, Industrial Engineering, Materials Science & Engineering, Mechanical Engineering, Network Engineering, Nuclear Engineering, Packaging Engineering","Biochemistry, Biochemistry & Molecular Biology, Biology, Biomedical Engineering, Chemical Engineering, Civil Engineering, Computational Science, Computer Engineering, Computer Science, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Environmental Engineering, Environmental Engineering (MS), International Computer Science, Mechanical Engineering, Nanoengineering, Optical Engineering, Software Engineering, Syst. Engr & Mgmt Internat'l","Internship, Job","Senior, Junior, Sophomore",FALSE,FALSE,FALSE,Yes,No,No,No,No
211291,Northern Kentucky Water District,"Government - Local, State & Federal","Providing our customers a safe, clean and sufficient water supply through a reliable system that meets all state and federal standards, while delivering great value at a reasonable cost.",http://www.nkywater.org,,"Full-Time, Part-Time",,None,,,,"Internship, Job","Alumni, Masters of Business Administration, Masters, Senior, Junior, Sophomore, Freshman",TRUE,FALSE,FALSE,No,No,No,Yes,Yes
42847,Novelis,Manufacturing,"Novelis is one of the world leaders in aluminum recycling and rolling and a leading sustainable aluminum solutions provider. Driven by our purpose of â€œshaping a sustainable world together,â€ we work alongside our customers to provide innovative solutions to the aerospace, automotive, beverage packaging and specialty markets. Headquartered in Atlanta, Georgia, Novelis has approximately 13,000 employees in 32 operating facilities on 4 continents.

Operating an integrated network of technically advanced rolling and recycling facilities across North America, South America, Europe and Asia, Novelis leverages its global manufacturing and recycling footprint to deliver consistent, high-quality products around the world.

Everything we do at Novelis begins with our commitment to the health, safety and well-being of our colleagues, customers and communities. We owe our status as a world-class manufacturer to our employees who continually anticipate and exceed the needs and expectations of all those we work with across the globe. At Novelis, each of us is driven to produce excellence.

Our employees are generous with their time and talents, donating thousands of hours annually to various programs that benefit the communities in which we live and work. Much of that work is done through our long-term partnerships with Habitat for Humanity, FIRST Robotics and Discovery Education.",http://www.novelis.com,,Full-Time,,None,,,,"Internship, Job","Senior, Junior, Sophomore",TRUE,FALSE,FALSE,Yes,No,No,Yes,No
1042571,DELMAR Software,Internet & Software,"DELMAR Software serves as a dedicated software solutions partner. Our expertise lies in crafting innovative programs and systems tailored to meet the unique needs of every organization. We are committed to a thorough understanding of your business, delving into the challenges you encounter and identifying opportunities for improvement. ",http://www.delmar.software/,,Full-Time,,None,,"Computer Programming, Computer Science, Computer Systems Networking & Telecommunications, Cyber Security, Data Mining, Data Science, Information Systems Management, Software Design, User Experience/Social Computing","Biomathematics, Computational Science, Computer Engineering, Computer Science, Data Science, Electrical & Computer Engr, Engineering Design, International Computer Science, Mathematics, Software Engineering, Syst. Engr & Mgmt Internat'l","Cooperative Education, Job","Senior, Junior, Sophomore",TRUE,FALSE,FALSE,Yes,Yes,No,No,Yes
37220,Prysmian Group,Manufacturing,"Prysmian is the world leader in the energy and telecom cable systems industry. Each year, the company manufactures thousands of miles of underground and submarine cables and systems for power transmission and distribution, as well as medium low voltage cables for the construction and infrastructure sectors. We also produce a comprehensive range of optical fibers, copper cables and connectivity for voice, video and data transmission for the telecommunication sector.

We are 30,000 employees, across 50+ countries. Everyone at Prysmian has the potential to make their mark; because whatever you do, wherever you are based, you will be part of a company that is helping transform the world around us.
",https://www.prysmian.com/en,,Full-Time,Prysmian Graduate Program,Prysmian Graduate Program,,,,Job,"Masters, Senior",TRUE,FALSE,FALSE,Yes,No,No,No,No
519728,Amentum,Government - Consulting,"Amentum is a global leader in advanced engineering and innovative technology solutions, trusted by the United States and its allies to address their most significant and complex challenges in science, security and sustainability. Our people apply undaunted curiosity, relentless ambition and boundless imagination to challenge convention and drive progress. Our commitments are underpinned by the belief that safety, inclusion and well-being are integral to success.Â Headquartered in Chantilly, Virginia, weÂ have more than 53,000 employees inÂ approximately 80 countries acrossÂ all 7Â continents.",https://www.amentum.com/,,Full-Time,,None,,"Aerospace Engineering, Agriculture & Biological Engineering, Automation Engineering, Automotive Engineering, Biomedical Engineering, Chemical Engineering, Civil/Environmental Engineering, Computer Engineering, Computer Programming, Computer Science, Computer Systems Networking & Telecommunications, Construction Engineering, Cyber Security, Data Mining, Data Science, Electrical Engineering, Energy Engineering, General Engineering, Industrial Engineering, Information Systems Management, Materials Science & Engineering, Mechanical Engineering, Network Engineering, Nuclear Engineering, Packaging Engineering, Software Design, User Experience/Social Computing","Biochemistry, Biochemistry & Molecular Biology, Biology, Biomathematics, Biomedical Engineering, Chemical Engineering, Civil Engineering, Computational Science, Computer Engineering, Computer Science, Data Science, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Environmental Engineering, Environmental Engineering (MS), International Computer Science, Mathematics, Mechanical Engineering, Nanoengineering, Optical Engineering, Software Engineering, Syst. Engr & Mgmt Internat'l","Internship, Job","Alumni, Second Year Community / Technical College, First Year Community / Technical College, Certificate Program, Postdoctoral Studies, Doctorate, Masters of Business Administration, Masters, Senior, Junior, Sophomore, Freshman",TRUE,FALSE,FALSE,Yes,No,No,Yes,No
8791,Konecranes,Manufacturing,"We are a global leader in material handling solutions, serving a broad range of customers across multiple industries. Konecranes consistently sets the industry benchmark, from everyday improvements to the breakthroughs at moments that matter most, because we know we can always find a safer, more productive and sustainable way.

With our knowledge, products, services and solutions we play a critical role in the handling of materials and goods essential for people, while also ensuring the preservation of scarce resources and reduction of emissions. We create value for our stakeholders on multiple fronts: through circular economy, digitalization and our deeply rooted safety culture. ",https://www.konecranes.com,"Morris Material Handling, Inc.",Full-Time,,Technical Leadership Development Program ,,"Biomedical Engineering, Electrical Engineering, Mechanical Engineering","Biomedical Engineering, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Mechanical Engineering",Job,Senior,TRUE,FALSE,FALSE,Yes,No,No,No,No
242012,Haynes International Inc.,Aerospace,"Proud to celebrate more than 100 years of alloy innovation.
Haynes International is one of the worldâ€™s largest developer, manufacturers, and distributors of high-performance nickel- and cobalt-based alloys for use in high-temperature and corrosion applications. Our standard product forms include sheet and plate, bar and billet, seamless and welded pipe and tubing, wire and welding consumables, fittings and flanges.",http://www.haynesintl.com/,,Full-Time,"Electrical Project Engineer, Mechanical Project Engineer","Electrical Project Engineer, Mechanical Project Engineer",,"Actuarial/Risk Analysis, Aerospace Engineering, Agriculture & Biological Engineering, Agriculture Business, Architectural Engineering Technologies & Technicians, Astronomy/Space Exploration, Automation Engineering, Automotive Engineering, Aviation, Biomedical Engineering, Business Administration & Management, Business Analytics, Chemical Engineering, Chemistry, Civil Engineering Technologies & Technicians, Civil/Environmental Engineering, Computer Engineering, Computer Engineering Technologies & Technicians, Computer Programming, Computer Science, Computer Systems Networking & Telecommunications, Construction Engineering, Construction Management, Construction Trades, Consulting, Cyber Security, Data Mining, Data Science, Drafting/Design Engineering Technologies & Technicians, Economics, Electrical/Electronics Maintenance and Repair Technologies, Electrical Engineering, Electrical Engineering Technologies & Technicians, Electromechanical Instrumentation and Maintenance Technologies & Technicians, Energy Engineering, Entrepreneurship, Environmental Control and Systems Technologies & Technicians, Finance & Financial Management, Food Industry Management, General Engineering, Industrial Engineering, Industrial Production Technologies & Technicians, Information Systems Management, Insurance, International Business, Management Science, Materials Science & Engineering, Mathematics, Mechanical Engineering, Mechanical Engineering Technologies & Technicians, Metalworking and Plasticworking, Mining and Petroleum Technologies & Technicians, Network Engineering, Non Profit Management, Nuclear Engineering, Nuclear Engineering Technologies & Technicians, Operations Management, Packaging Engineering, Parks, Recreation & Leisure Studies, Physics, Quality Control and Safety Technologies & Technicians, Real Estate, Sales, Science Technologies & Technicians, Software Design, Sport Business & Marketing, Statistics, Supply Chain Management, Textile, Apparel, and Furnishings, Transportation Operations, Maintenance, and Repair, User Experience/Social Computing","Applied Biology, Applied Optics, Biochemistry, Biochemistry & Molecular Biology, Biochem & Molecular Biology, Biology, Biomathematics, Biomedical Engineering, Chemical Engineering, Chemistry, Civil Engineering, Computational Science, Computer Engineering, Computer Science, Data Science, Economics, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Engineering Physics, Environmental Engineering, Environmental Engineering (MS), International Computer Science, International Studies, Mathematics, Mechanical Engineering, Nanoengineering, Optical Engineering, Physics, Software Engineering, Syst. Engr & Mgmt Internat'l","Internship, Job","Alumni, Masters of Business Administration, Masters, Senior, Junior, Sophomore",TRUE,FALSE,FALSE,Yes,Yes,No,Yes,Yes
591244,"HMG Engineers, Inc.",Civil Engineering,"Henry, Meisenheimer & Gende, Inc., d/b/a HMG Engineers, Inc., (HMG) is a 100% employee-owned multidiscipline engineering firm headquartered in Breese, Illinois, specializing in transportation and water infrastructure.",http://www.hmgengineers.com,,Full-Time,,"Water/Wastewater Engineer, Transportation Engineer",,"Civil/Environmental Engineering, Construction Engineering, General Engineering","Civil Engineering, Engineering Design, Engineering Management (MS), Environmental Engineering, Environmental Engineering (MS)","Internship, Job","Senior, Junior, Sophomore",TRUE,TRUE,TRUE,No,No,No,Yes,No
868327,Reinhausen Manufacturing,Utilities and Renewable Energy,"THE POWER BEHIND POWER.

Our world's desire for energy knows no bounds, from electrification and digitalization to urbanization. At the same time, we have to change over to sustainable energy sources quickly in order to stop climate change. The growing demand for electricity is facing a volatile and dispersed supply. Meanwhile, the job of transformer manufacturers, public and industrial grid operators, and energy companies remains the same: to ensure a stable energy supply for households and industry. And as reliably and affordably as ever.

As ""THE POWER BEHIND POWER"" we are aware of the changes in our industry and know what we must do: We have been, we are and we will remain your stabilizer in volatile times.",https://reinhausen.com,,Full-Time,,"Area Sales Managers, Technical Sales Support Engineer, Service Support Advisor, etc. Varies",,,,"Internship, Job",,TRUE,TRUE,TRUE,No,No,No,No,Yes
104998,Illinois Department of Transportation *,"Government - Local, State & Federal","IDOT employees work on noteworthy, transformational infrastructure projects. Employees can contribute innovative ideas and carry them through completion. Illinois is also embracing electric vehicles as cornerstones of economic growth and carbon reduction. IDOT utilizes drones to enhance mapping practices, inspections and emergency management responses, and document progress in work zones.",http://www.idot.illinois.gov,Diversity and Recruitment,Full-Time,,None,,"Aerospace Engineering, Agriculture & Biological Engineering, Automation Engineering, Automotive Engineering, Biomedical Engineering, Chemical Engineering, Civil/Environmental Engineering, Computer Engineering, Computer Programming, Computer Science, Computer Systems Networking & Telecommunications, Construction Engineering, Cyber Security, Data Mining, Data Science, Electrical Engineering, Energy Engineering, General Engineering, Industrial Engineering, Information Systems Management, Materials Science & Engineering, Mechanical Engineering, Network Engineering, Nuclear Engineering, Packaging Engineering, Software Design, User Experience/Social Computing","Biochemistry, Biochemistry & Molecular Biology, Biology, Biomathematics, Biomedical Engineering, Chemical Engineering, Civil Engineering, Computational Science, Computer Engineering, Computer Science, Data Science, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Engineering Management, Engineering Management (MS), Environmental Engineering, Environmental Engineering (MS), International Computer Science, Mathematics, Mechanical Engineering, Nanoengineering, Optical Engineering, Software Engineering, Syst. Engr & Mgmt Internat'l","Internship, Job","Alumni, Second Year Community / Technical College, Masters, Senior, Junior, Sophomore, Freshman",TRUE,TRUE,FALSE,No,No,No,Yes,No
117262,"F.A. Wilhelm Construction Co., Inc. 117262",Construction,"
Often, the word construction is associated with images of pencils, tools, cranes and hard hats. In reality, construction is people. Our people who assist in the design and drawing process, build with tools, operate cranes and don safety gear. Because of our people clients trust us to deliver construction management, general construction and specialty trades. Through their exceptional quality, unbreakable commitment to communities, and fundamental core values like honesty and integrity, our people work tirelessly to make a difference.

Wilhelm is honored to be part of the many  buildings and structures showcasing the strength, passion and endurance of the human spirit. From complex, new and renovation projects for higher education, healthcare, life sciences, commercial, parking, industrial, manufacturing, power and public works facilities, Wilhelmâ€™s legacy is Building Together.
",http://www.fawilhelm.com,,,Construction Quality Assurance Engineer,Construction Quality Assurance Engineer,,"Civil/Environmental Engineering, Construction Engineering","Civil Engineering, Engineering Management (MS), Environmental Engineering, Environmental Engineering (MS)",Internship,"Senior, Junior, Sophomore",TRUE,FALSE,FALSE,Yes,Yes,No,Yes,No
209019,Envelop Group,Engineering & Construction,"Our mission is to be advocates and trusted advisors for anyone wishing to achieve environmental and economic balance throughout their facilities.

We add value through the Design, Installation, and Optimization of custom facility technologies by leveraging past infrastructure, current technology and future possibilities to impact every square foot of operation.",http://www.envelopgroup.com,,"Full-Time, Part-Time",,None,,,,"Internship, Job",,TRUE,FALSE,FALSE,Yes,Yes,No,No,No
162951,Prairie State Generating Company,Utilities and Renewable Energy,"Prairie State Energy Campus represents an important step in helping to create a sustainable and secure energy future for this country. It utilizes domestic coal resources and deploys clean generation technologies to produce electricity in a more efficient and environmentally friendly manner.

Located in Washington County, Illinois, Prairie State Energy Campus includes a coal-fired generating plant and adjacent coal mine. The facility generates 1,600 MWs of power, with 100 percent of the output dedicated to nine Midwestern-based public power utilities.

The Prairie State Energy Campus is a technologically advanced electric generation facility, owned by nine non-profit utilities that are committed to providing clean, reliable and affordable base-load power to hundreds of local communities in the Midwest and Mid-Atlantic regions. Its combined design efficiencies mean Prairie State will significantly improve our industry's environmental profile by replacing existing, less-efficient power plants.",http://www.prairiestateenergycampus.com,,,,None,,"Electrical/Electronics Maintenance and Repair Technologies, Electrical Engineering, Electrical Engineering Technologies & Technicians, Electromechanical Instrumentation and Maintenance Technologies & Technicians, Geology/Mining, Mechanical Engineering, Mechanical Engineering Technologies & Technicians, Mining and Petroleum Technologies & Technicians","Biomedical Engineering, Chemical Engineering, Civil Engineering, Computer Engineering, Electrical & Computer Engr, Electrical Engineering, Engineering Design, Mechanical Engineering, Nanoengineering",Internship,"Masters, Senior, Junior, Sophomore",TRUE,TRUE,FALSE,No,No,No,Yes,Yes
